Data,Hora,Preço
2025-07-02,11:35:24,$2,463.91
2025-07-02,11:36:27,$2,463.91
2025-07-02,11:37:24,$2,464.80
2025-07-02,11:38:24,$2,464.80
2025-07-02,11:39:27,$2,466.07
2025-07-02,11:40:24,$2,467.63
2025-07-02,11:41:45,$2,470.20
2025-07-02,11:42:24,$2,470.26
2025-07-02,11:43:24,$2,463.87
2025-07-02,11:44:39,$2,462.03
2025-07-02,11:44:41,$2,462.03
